1	0.00207462	-0.419639	-0.0536541	skull
2	0.00240987	-0.418591	-0.0573037	skull
3	0.00177187	-0.304735	0.0133586	skull
4	0.0056635	-0.304458	0.0133145	skull
5	0.00504925	-0.305655	0.00675838	skull
6	0.00157387	-0.306005	0.0070385	skull
7	0.00177025	-0.306507	0.018342	skull
8	0.00553863	-0.306082	0.0188312	skull
9	0.0014265	-0.30923	0.0230394	skull
10	0.004254	-0.309137	0.0238525	skull
11	0.0106371	-0.419695	-0.0505639	skull
12	0.00682988	-0.420412	-0.0493891	skull
13	0.00813925	-0.419504	-0.0528311	skull
14	0.002464	-0.422693	-0.0304095	skull
15	0.00243675	-0.422641	-0.0351126	skull
16	0.0116101	-0.42071	-0.0445855	skull
17	0.00696125	-0.421311	-0.0449656	skull
18	0.0131799	-0.41972	-0.0479575	skull
19	0.0117468	-0.421266	-0.0400238	skull
20	0.00705688	-0.42205	-0.0400706	skull
21	0.00725063	-0.422347	-0.0351826	skull
22	0.0120845	-0.421565	-0.0352156	skull
23	0.00726525	-0.422406	-0.0305733	skull
24	0.012094	-0.421645	-0.0306859	skull
25	0.007234	-0.422356	-0.0259968	skull
26	0.0121317	-0.421697	-0.0259461	skull
27	0.00726912	-0.422426	-0.0211215	skull
28	0.0123708	-0.421837	-0.0207321	skull
29	0.0122879	-0.421646	-0.0159515	skull
30	0.00710488	-0.422455	-0.016233	skull
31	0.0120495	-0.421427	-0.0115374	skull
32	0.006923	-0.422133	-0.0113185	skull
33	0.0116974	-0.421555	-0.00678013	skull
34	0.00682588	-0.421944	-0.0063955	skull
35	0.0113256	-0.421032	-0.00165375	skull
36	0.00664988	-0.421466	-0.00140837	skull
37	0.011034	-0.419974	0.0029935	skull
38	0.0064755	-0.420235	0.00366475	skull
39	0.00934063	-0.418725	0.00915588	skull
40	0.00591975	-0.41918	0.0077845	skull
41	0.0121583	-0.419068	0.0064755	skull
42	0.00623875	-0.418061	0.0113811	skull
43	0.00995313	-0.414364	-0.0703751	skull
44	0.00672075	-0.415268	-0.0690181	skull
45	0.00662375	-0.413549	-0.0725904	skull
46	0.0123428	-0.416105	-0.0641337	skull
47	0.00741425	-0.416733	-0.0644898	skull
48	0.0132021	-0.414743	-0.0680971	skull
49	0.0124873	-0.417107	-0.0597936	skull
50	0.00789088	-0.41766	-0.0601298	skull
51	0.0131458	-0.417973	-0.0555945	skull
52	0.00895188	-0.4185	-0.0561871	skull
53	0.0140953	-0.418705	-0.0512791	skull
54	0.0129745	-0.417861	0.0101501	skull
55	0.0119605	-0.416167	0.014245	skull
56	0.00686325	-0.416331	0.0149648	skull
57	0.00986675	-0.41414	0.0193156	skull
58	0.00623887	-0.414864	0.0180824	skull
59	0.0129114	-0.414471	0.0172246	skull
60	0.00657038	-0.413406	0.0210653	skull
61	0.0113771	-0.409832	-0.0792125	skull
