0	1	1040	100	100
1	1	1040	100	100
2	1	1040	100	100
3	1	1040	100	100
4	1	1040	100	100
5	1	1040	100	100
6	1	1040	100	100
7	1	1040	100	100
8	1	1040	100	100
9	1	1040	100	100
10	1	1040	100	100
11	1	1040	100	100
12	1	1040	100	100
13	1	1040	100	100
14	1	1040	100	100
15	1	1040	100	100
16	1	1040	100	100
17	1	1040	100	100
18	1	1040	100	100
19	1	1040	100	100
20	1	1040	100	100
21	1	1040	100	100
22	1	1040	100	100
23	1	1040	100	100
24	1	1040	100	100
25	1	1040	100	100
26	1	1040	100	100
27	1	1040	100	100
28	1	1040	100	100
29	1	1040	100	100
30	1	1040	100	100
31	1	1040	100	100
32	1	1040	100	100
33	1	1040	100	100
34	1	1040	100	100
35	1	1040	100	100
36	1	1040	100	100
37	1	1040	100	100
38	1	1040	100	100
39	1	1040	100	100
40	1	1040	100	100
41	1	1040	100	100
42	1	1040	100	100
43	1	1040	100	100
44	1	1040	100	100
45	1	1040	100	100
46	1	1040	100	100
47	1	1040	100	100
48	1	1040	100	100
49	1	1040	100	100
50	1	1040	100	100
51	1	1040	100	100
52	1	1040	100	100
53	1	1040	100	100
54	1	1040	100	100
55	1	1040	100	100
56	1	1040	100	100
57	1	1040	100	100
58	1	1040	100	100
59	1	1040	100	100
60	1	1040	100	100
61	1	1040	100	100
62	1	1040	100	100
63	1	1040	100	100
64	1	1040	100	100
65	1	1040	100	100
66	1	1040	100	100
67	1	1040	100	100
68	1	1040	100	100
69	1	1040	100	100
70	1	1040	100	100
71	1	1040	100	100
72	1	1040	100	100
73	1	1040	100	100
74	1	1040	100	100
75	1	1040	100	100
76	1	1040	100	100
77	1	1040	100	100
78	1	1040	100	100
79	1	1040	100	100
80	1	1040	100	100
81	1	1040	100	100
82	1	1040	100	100
83	1	1040	100	100
84	1	1040	100	100
85	1	1040	100	100
86	1	1040	100	100
87	1	1040	100	100
88	1	1040	100	100
89	1	1040	100	100
90	1	1040	100	100
91	1	1040	100	100
92	1	1040	100	100
93	1	1040	100	100
94	1	1040	100	100
95	1	1040	100	100
96	1	1040	100	100
97	1	1040	100	100
98	1	1040	100	100
99	1	1040	100	100
100	1	1040	100	100
101	1	1040	100	100
102	1	1040	100	100
103	1	1040	100	100
104	1	1040	100	100
105	1	1040	100	100
106	1	1040	100	100
107	1	1040	100	100
108	1	1040	100	100
109	1	1040	100	100
110	1	1040	100	100
111	1	1040	100	100
112	1	1040	100	100
113	1	1040	100	100
114	1	1040	100	100
115	1	1040	100	100
116	1	1040	100	100
117	1	1040	100	100
118	1	1040	100	100
119	1	1040	100	100
120	1	1040	100	100
121	1	1040	100	100
122	1	1040	100	100
123	1	1040	100	100
124	1	1040	100	100
125	1	1040	100	100
126	1	1040	100	100
127	1	1040	100	100
128	1	1040	100	100
129	1	1040	100	100
130	1	1040	100	100
131	1	1040	100	100
132	1	1040	100	100
133	1	1040	100	100
134	1	1040	100	100
135	1	1040	100	100
136	1	1040	100	100
137	1	1040	100	100
138	1	1040	100	100
139	1	1040	100	100
140	1	1040	100	100
141	1	1040	100	100
142	1	1040	100	100
143	1	1040	100	100
144	1	1040	100	100
145	1	1040	100	100
146	1	1040	100	100
147	1	1040	100	100
148	1	1040	100	100
149	1	1040	100	100
150	1	1040	100	100
151	1	1040	100	100
152	1	1040	100	100
153	1	1040	100	100
154	1	1040	100	100
155	1	1040	100	100
156	1	1040	100	100
157	1	1040	100	100
158	1	1040	100	100
159	1	1040	100	100
160	1	1040	100	100
161	1	1040	100	100
162	1	1040	100	100
163	1	1040	100	100
164	1	1040	100	100
165	1	1040	100	100
166	1	1040	100	100
167	1	1040	100	100
168	1	1040	100	100
169	1	1040	100	100
170	1	1040	100	100
171	1	1040	100	100
172	1	1040	100	100
173	1	1040	100	100
174	1	1040	100	100
175	1	1040	100	100
176	1	1040	100	100
177	1	1040	100	100
178	1	1040	100	100
179	1	1040	100	100
180	1	1040	100	100
181	1	1040	100	100
182	1	1040	100	100
183	1	1040	100	100
184	1	1040	100	100
185	1	1040	100	100
186	1	1040	100	100
187	1	1040	100	100
188	1	1040	100	100
189	1	1040	100	100
190	1	1040	100	100
191	1	1040	100	100
192	1	1040	100	100
193	1	1040	100	100
194	1	1040	100	100
195	1	1040	100	100
196	1	1040	100	100
197	1	1040	100	100
198	1	1040	100	100
199	1	1040	100	100
200	1	1040	100	100
201	1	1040	100	100
202	1	1040	100	100
203	1	1040	100	100
204	1	1040	100	100
205	1	1040	100	100
206	1	1040	100	100
207	1	1040	100	100
208	1	1040	100	100
209	1	1040	100	100
210	1	1040	100	100
211	1	1040	100	100
212	1	1040	100	100
213	1	1040	100	100
214	1	1040	100	100
215	1	1040	100	100

# form of file
# element number (starting at 0), material ID (goes with consitutive model), ...
# n properties (reads MAXMATPARAMS defined in GlobalVariables.h)

# mat ID 1 - CompressibleNeoHookean props: density mu lambda
# mat ID 2 - St. Venant props            : density mu lambda
